@RELATION extratreest6Classes
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE class {Conversations,Human-Gathering,Multimedia,Outdoors,Scream,SobbandCry}

@DATA
0.064827,0.009310,3.069635,0.152398,0.197941,0.513973,0.011710,0.081819,-26.521480,1.348171,-0.403196,0.093646,0.238566,0.155516,0.603907,0.315769,-0.024722,-0.131576,0.066669,0.181597,-0.014895,0.004865,0.004712,0.036231,0.007958,0.024094,0.009432,0.057897,0.006717,0.004859,0.005341,0.028870,0.001810,0.026787,0.019793,0.007449,0.233902,0.030475,0.028829,0.220857,0.006965,0.036163,1.010113,0.772781,0.565813,0.515493,0.445229,0.325249,0.313517,0.365589,0.338217,0.309663,0.358892,0.255496,0.208175,0.006558,0.008689,0.029379,0.009579,0.019330,0.014179,0.046817,0.014321,0.006340,0.005966,0.025923,0.002890,0.011539,Outdoors
0.076296,0.002814,2.985064,0.187676,0.226380,0.439293,0.006927,0.076510,-28.634301,1.339782,-0.200816,0.663475,0.221736,0.258754,0.037853,0.019233,0.335015,0.143392,-0.140756,0.094190,0.111951,0.008280,0.003517,0.061873,0.007382,0.014181,0.003576,0.078004,0.002375,0.005132,0.008947,0.033362,0.009249,0.031700,0.026542,0.001616,0.270891,0.037477,0.026864,0.236182,0.003727,0.054317,1.321947,0.703685,0.573559,0.440086,0.354550,0.287429,0.327620,0.220580,0.283796,0.225660,0.241614,0.195109,0.188408,0.010102,0.004390,0.038703,0.007267,0.012427,0.004686,0.052809,0.004252,0.007971,0.009155,0.021643,0.015640,0.014908,Outdoors
0.045946,0.026866,3.027142,0.153155,0.220428,0.204164,0.011180,0.050882,-25.790926,1.887242,-0.660850,0.682397,0.027117,0.205165,0.176800,0.252081,-0.116185,-0.080090,0.076362,0.118232,0.149561,0.004547,0.008758,0.073728,0.015633,0.019888,0.012297,0.056825,0.004138,0.003231,0.005481,0.026482,0.002225,0.031748,0.014665,0.016846,0.165060,0.032672,0.029719,0.139868,0.007331,0.032147,1.326111,0.691628,0.692128,0.524669,0.322072,0.363253,0.357174,0.289871,0.308871,0.281087,0.271362,0.243351,0.213818,0.004030,0.010435,0.045870,0.011941,0.016886,0.013710,0.054402,0.009027,0.007107,0.006344,0.023585,0.002676,0.015166,Outdoors
0.067134,0.007114,3.008199,0.161850,0.210596,0.356898,0.010197,0.073295,-26.650450,0.976414,-0.746117,0.662887,-0.197340,0.014810,-0.190164,0.318733,-0.003853,-0.034578,-0.036085,-0.013120,0.078955,0.009534,0.006606,0.043315,0.026940,0.011343,0.007571,0.031058,0.002075,0.005245,0.006279,0.014566,0.008669,0.021302,0.018619,0.009546,0.217553,0.034337,0.031305,0.231557,0.006512,0.033883,1.175771,0.810995,0.540369,0.580471,0.396659,0.379603,0.419254,0.351910,0.345292,0.347464,0.334761,0.239782,0.198671,0.013785,0.010579,0.034738,0.019181,0.011414,0.006664,0.029090,0.004189,0.009338,0.007464,0.018710,0.015846,0.010926,Outdoors
0.050240,0.005460,3.024799,0.166650,0.226226,0.341132,0.011480,0.053416,-27.823906,1.533006,-0.165436,0.668352,0.410372,0.220111,0.033099,0.222891,0.009693,-0.106898,-0.037100,0.133922,0.026995,0.009237,0.002105,0.107230,0.015329,0.010460,0.004327,0.066440,0.001604,0.001152,0.005889,0.026378,0.002775,0.038751,0.016615,0.006448,0.190325,0.025835,0.028815,0.233650,0.006404,0.030314,1.310102,0.878010,0.457818,0.397058,0.362870,0.298202,0.257854,0.306530,0.330924,0.242462,0.271294,0.216053,0.201111,0.017696,0.003478,0.048647,0.018821,0.008887,0.007408,0.051097,0.002237,0.000982,0.006040,0.027341,0.005368,0.015359,Outdoors
0.059360,0.018749,3.107304,0.142950,0.197571,0.398757,0.012367,0.080237,-24.988445,0.969493,0.016534,0.697542,-0.026904,0.348938,0.196857,0.400085,-0.213806,-0.280728,0.002523,0.200846,-0.068732,0.004905,0.002737,0.049021,0.017215,0.019161,0.007108,0.039671,0.001482,0.002997,0.004934,0.025076,0.002347,0.022778,0.016037,0.014648,0.171860,0.027741,0.032967,0.266634,0.006872,0.036925,0.969233,0.893848,0.457701,0.571776,0.275044,0.272432,0.381774,0.322001,0.377374,0.318193,0.299714,0.257516,0.196938,0.007393,0.005331,0.042174,0.013339,0.017000,0.012443,0.038826,0.002834,0.005486,0.008064,0.021504,0.004339,0.012454,Outdoors
0.070913,0.007794,3.050412,0.172692,0.210612,0.486627,0.009549,0.115537,-27.034821,1.536165,-0.142113,0.675044,0.383623,0.461772,0.220680,0.407184,-0.057423,-0.051244,0.058617,0.131503,-0.011143,0.004829,0.002993,0.070123,0.010874,0.018531,0.004484,0.081935,0.002865,0.002153,0.006994,0.039817,0.002231,0.034906,0.038763,0.008576,0.208499,0.044793,0.025486,0.332067,0.005299,0.094846,1.039046,0.749841,0.440276,0.563244,0.351687,0.360224,0.339372,0.360591,0.340353,0.311958,0.328639,0.256186,0.192848,0.004970,0.006191,0.035980,0.022199,0.017620,0.007135,0.051820,0.005761,0.003357,0.008273,0.023248,0.003208,0.013959,Outdoors
0.057966,0.006879,3.077055,0.164245,0.222035,0.302132,0.011024,0.064765,-27.022358,1.534058,-0.413605,1.047445,-0.044938,0.291819,-0.045722,0.341260,0.042314,-0.088896,-0.006940,0.036130,-0.021515,0.005935,0.005135,0.087454,0.006162,0.012680,0.003783,0.070843,0.001494,0.002410,0.005010,0.029291,0.005202,0.035407,0.016963,0.005672,0.169480,0.036975,0.034315,0.149413,0.008255,0.035452,1.190510,0.558802,0.557846,0.308520,0.304504,0.262071,0.256647,0.251967,0.281978,0.262556,0.241474,0.226850,0.197763,0.006062,0.008405,0.050438,0.007971,0.010794,0.006375,0.056107,0.002474,0.003480,0.004071,0.026042,0.011851,0.015069,Outdoors
0.061751,0.003355,3.104409,0.148536,0.194899,0.469148,0.006527,0.083749,-27.454814,1.335878,-0.043809,0.905933,0.120660,0.044644,0.018782,0.066645,-0.064620,-0.069200,-0.032008,0.024965,-0.012544,0.006940,0.004428,0.079250,0.007326,0.023453,0.005909,0.045420,0.002428,0.003945,0.006243,0.017246,0.004863,0.027697,0.021868,0.005061,0.208079,0.027449,0.027508,0.318657,0.004765,0.054216,1.167693,0.574694,0.509215,0.341681,0.260940,0.286161,0.250837,0.229168,0.275514,0.254624,0.256289,0.243466,0.228223,0.006566,0.007662,0.054000,0.010183,0.020519,0.005861,0.036555,0.004443,0.004480,0.005513,0.015394,0.009935,0.013585,Outdoors
0.068930,0.004267,3.123044,0.163221,0.200895,0.458847,0.012351,0.092572,-26.742915,1.113536,-0.821335,0.625717,0.089402,0.042258,0.022897,0.144832,-0.106594,-0.055792,0.045874,-0.042136,-0.050663,0.006851,0.005423,0.024365,0.009923,0.020965,0.010501,0.018575,0.003765,0.003509,0.009154,0.010979,0.005094,0.016159,0.024581,0.004498,0.192602,0.032541,0.024827,0.321479,0.005845,0.062589,1.241072,0.530709,0.401600,0.502099,0.338734,0.300480,0.328105,0.289065,0.315431,0.289497,0.272457,0.273637,0.200582,0.010559,0.009143,0.020381,0.014002,0.028876,0.009027,0.020056,0.005755,0.004530,0.010614,0.012577,0.006627,0.011050,Outdoors
0.043065,0.010388,2.955328,0.138943,0.207036,0.247341,0.016774,0.051264,-27.377341,2.082106,-0.247814,0.590100,0.108965,0.656633,0.195717,0.136770,0.009390,0.087317,0.105412,0.138907,-0.034118,0.004630,0.002518,0.064362,0.005248,0.017061,0.005668,0.083480,0.006107,0.005050,0.011814,0.040245,0.002028,0.034163,0.022191,0.016082,0.291602,0.035590,0.028211,0.207123,0.011485,0.040257,1.484924,1.132185,0.722926,0.393346,0.334630,0.476020,0.360281,0.294706,0.271477,0.313655,0.231838,0.229805,0.176578,0.004807,0.005643,0.044276,0.006877,0.013219,0.009437,0.062886,0.011250,0.008281,0.010236,0.033213,0.003760,0.016010,Outdoors
0.040530,0.013231,2.946999,0.125502,0.195820,0.289457,0.012978,0.057344,-26.052519,2.571547,0.362021,0.643031,0.231577,0.215090,0.066978,0.239707,-0.049286,0.111609,0.009204,0.071701,0.000118,0.014179,0.003630,0.049471,0.008266,0.023019,0.006545,0.096240,0.001589,0.002206,0.014114,0.051572,0.004230,0.034430,0.027173,0.008596,0.232203,0.040140,0.031883,0.291399,0.005733,0.059094,0.902444,0.959501,0.538973,0.512550,0.374143,0.314820,0.358786,0.321905,0.321880,0.327399,0.278257,0.249824,0.206622,0.009565,0.007193,0.028021,0.011603,0.015753,0.009062,0.055671,0.003498,0.002438,0.014885,0.029371,0.006796,0.013458,Outdoors
0.038302,0.033952,2.975395,0.094793,0.155178,0.292294,0.011702,0.052178,-25.033000,2.381837,0.443526,0.595107,0.062227,0.299208,-0.001147,0.299580,-0.007664,0.060176,0.068596,0.063972,-0.032421,0.012021,0.003452,0.062582,0.008976,0.029368,0.006895,0.068151,0.001440,0.003285,0.016745,0.035411,0.003981,0.028722,0.024768,0.024509,0.209232,0.023789,0.026143,0.298328,0.005331,0.043135,1.136046,1.172022,0.561228,0.434834,0.348076,0.363882,0.308908,0.319590,0.338670,0.364464,0.293041,0.262624,0.223746,0.012380,0.008017,0.040663,0.009737,0.019992,0.008758,0.047157,0.002271,0.003962,0.015771,0.024505,0.007408,0.012407,Outdoors
0.037435,0.013721,2.935716,0.129989,0.209631,0.117222,0.014220,0.032000,-26.420736,2.353958,-0.056239,0.807320,0.298795,0.134211,0.043180,0.290651,0.369712,0.186674,-0.011286,-0.071692,0.160976,0.012469,0.006664,0.059004,0.004009,0.017597,0.002068,0.092946,0.001080,0.002389,0.009904,0.049222,0.005854,0.036714,0.017321,0.012014,0.279891,0.034161,0.028660,0.077502,0.007774,0.017162,1.023308,0.718391,0.546149,0.410207,0.369226,0.294791,0.252935,0.242616,0.259721,0.251016,0.232121,0.185995,0.215422,0.013263,0.011808,0.041290,0.005071,0.014760,0.002839,0.063987,0.001655,0.004326,0.009468,0.039911,0.011121,0.014072,Outdoors
0.027537,0.082909,2.894973,0.090526,0.159421,0.140543,0.013329,0.034770,-24.848434,2.722154,0.259051,0.609463,0.187107,0.288814,-0.128599,0.105012,-0.016494,0.010960,0.133883,-0.011950,0.103198,0.013227,0.003884,0.070407,0.009976,0.028677,0.006476,0.077287,0.002463,0.006900,0.014781,0.040984,0.002616,0.033148,0.014494,0.077013,0.283268,0.028854,0.028940,0.124957,0.005392,0.024313,1.368485,1.142452,0.486324,0.435223,0.366003,0.324347,0.303003,0.270276,0.267507,0.249532,0.277586,0.241131,0.223903,0.013346,0.006800,0.042947,0.011345,0.020412,0.007425,0.051557,0.005089,0.012054,0.015444,0.030238,0.004114,0.011179,Outdoors
0.060880,0.008362,3.000858,0.158365,0.206039,0.417239,0.009227,0.099151,-26.367363,1.430940,-0.574150,0.286101,-0.008877,0.066078,0.041221,0.073738,-0.024459,0.129202,0.069739,0.139872,0.097756,0.008769,0.005310,0.033132,0.009524,0.015162,0.014443,0.047205,0.005679,0.009316,0.013910,0.025641,0.004102,0.022375,0.024017,0.010270,0.232849,0.036767,0.030566,0.232899,0.004861,0.056312,1.334632,0.992024,0.593762,0.413916,0.398593,0.311953,0.312103,0.385339,0.310443,0.307722,0.289937,0.231513,0.227414,0.011843,0.007710,0.030882,0.013447,0.013719,0.008391,0.048543,0.010639,0.013291,0.006763,0.023609,0.005061,0.012958,Outdoors
0.031657,0.019235,2.812945,0.110819,0.189424,0.104322,0.016283,0.037562,-25.613063,2.704909,-0.029814,0.839562,0.212384,-0.005105,0.024378,0.135422,0.106573,0.163736,0.002514,0.022369,-0.038229,0.012700,0.002076,0.053097,0.008929,0.028483,0.006674,0.084224,0.003695,0.005494,0.013118,0.040542,0.004033,0.032881,0.009422,0.011703,0.225161,0.023425,0.025352,0.068407,0.008074,0.014518,0.977035,0.678362,0.436219,0.509635,0.338972,0.268461,0.266250,0.278981,0.279472,0.266181,0.251963,0.261891,0.207696,0.007074,0.003424,0.029437,0.007345,0.012894,0.005789,0.056062,0.007976,0.006832,0.010461,0.032386,0.009118,0.012981,Outdoors
0.056042,0.039800,3.062456,0.139343,0.181124,0.426715,0.011638,0.086782,-24.521649,1.982627,-0.255479,0.486799,0.234242,0.078172,0.064345,0.103533,0.156076,0.077282,0.041361,-0.002477,-0.065223,0.012684,0.003641,0.046248,0.012315,0.023047,0.005561,0.038281,0.005042,0.005765,0.010865,0.028231,0.005985,0.023723,0.028312,0.034292,0.190688,0.040586,0.029464,0.341337,0.007284,0.061914,1.311811,0.778905,0.591528,0.512209,0.394286,0.280079,0.305778,0.286926,0.325713,0.328816,0.280347,0.289364,0.238679,0.015838,0.005221,0.041675,0.019935,0.020596,0.007430,0.034400,0.013148,0.007679,0.010298,0.026193,0.012366,0.012198,Outdoors
0.031203,0.015355,2.844186,0.124949,0.202686,0.126048,0.014651,0.036174,-26.043306,3.066829,0.080636,0.557410,0.179399,0.149648,0.085765,0.146021,0.214528,0.124146,0.134394,0.066377,-0.037789,0.011958,0.003887,0.068302,0.006821,0.024715,0.005535,0.103051,0.000641,0.003069,0.013567,0.054501,0.005181,0.039976,0.017179,0.010201,0.264030,0.036803,0.028199,0.120354,0.008356,0.031538,1.001930,0.710707,0.464059,0.496026,0.265762,0.271961,0.240364,0.217672,0.229734,0.252575,0.239729,0.173462,0.179470,0.009829,0.008848,0.032107,0.009646,0.016411,0.007640,0.063777,0.000665,0.003198,0.011840,0.036580,0.007489,0.012855,Outdoors
0.023234,0.067946,2.952880,0.094970,0.172126,0.127882,0.014188,0.028705,-25.495712,3.110922,0.367709,0.391273,0.197847,0.127301,0.034716,0.176527,0.131793,0.082944,0.047687,0.023986,-0.058291,0.012522,0.002294,0.071340,0.007969,0.044538,0.005266,0.071549,0.000505,0.002772,0.016644,0.045193,0.004201,0.034627,0.012972,0.041931,0.228666,0.026363,0.027901,0.113541,0.010653,0.029385,1.283264,0.558020,0.458022,0.480635,0.237882,0.259567,0.256793,0.212972,0.270700,0.316932,0.229595,0.177424,0.188361,0.012786,0.003670,0.040930,0.009382,0.027585,0.004760,0.047370,0.000592,0.002503,0.011008,0.032646,0.008938,0.009923,Outdoors
0.056109,0.010498,3.111051,0.140823,0.187794,0.345444,0.011382,0.071260,-25.810680,1.358850,-0.733130,0.510437,0.007904,-0.242397,0.021004,0.347505,0.268286,0.196020,-0.008141,-0.187137,-0.021280,0.013316,0.009813,0.025133,0.008511,0.012976,0.004470,0.032182,0.001486,0.003633,0.009111,0.024266,0.010082,0.018145,0.018518,0.006567,0.187102,0.026632,0.024193,0.215958,0.006861,0.035480,0.790762,0.970051,0.594623,0.733056,0.388331,0.309500,0.359006,0.268769,0.316108,0.310673,0.347062,0.256307,0.223726,0.016177,0.018624,0.020452,0.011391,0.011946,0.004715,0.033609,0.002091,0.004392,0.010400,0.021245,0.013104,0.009220,Outdoors
0.060398,0.051808,3.135279,0.126119,0.158554,0.501385,0.011213,0.093187,-24.045488,1.119359,-0.592540,0.274773,-0.131751,-0.047301,0.121804,0.365946,0.161406,0.119709,0.013687,0.062288,0.035083,0.013177,0.013166,0.022209,0.007634,0.019142,0.011091,0.027882,0.003102,0.006231,0.008050,0.017542,0.005410,0.018421,0.022797,0.057317,0.178323,0.022180,0.024576,0.358125,0.006584,0.051205,1.141095,0.876940,0.563584,0.791699,0.337132,0.301597,0.376621,0.364731,0.373117,0.366798,0.327380,0.310968,0.221639,0.016719,0.020368,0.025372,0.010851,0.021327,0.017460,0.032275,0.004614,0.010239,0.010125,0.018370,0.008510,0.010000,Outdoors
0.044565,0.033994,3.020215,0.131965,0.192574,0.240882,0.014074,0.058160,-24.782486,1.693641,-0.401503,0.487917,-0.037596,0.249798,0.098961,0.393032,0.030675,0.153937,0.113463,0.128512,0.050507,0.006683,0.006697,0.037988,0.014079,0.020810,0.005626,0.058824,0.003688,0.005728,0.010903,0.033221,0.004506,0.027812,0.018494,0.021042,0.221552,0.029582,0.027657,0.238145,0.007897,0.040408,1.239187,1.088854,0.666252,0.578786,0.417809,0.341053,0.340701,0.385982,0.384562,0.340870,0.281012,0.289240,0.214900,0.008600,0.010483,0.033183,0.009813,0.014166,0.007790,0.056838,0.007280,0.009933,0.017503,0.034728,0.010072,0.014880,Outdoors
0.037020,0.013375,2.869522,0.141607,0.222613,0.176500,0.014034,0.035701,-26.410997,2.465442,-0.022100,0.814242,0.126723,0.304640,0.134743,0.323280,0.127820,0.139009,0.031756,0.018371,0.074637,0.011059,0.004457,0.067749,0.006722,0.025461,0.002952,0.091755,0.001168,0.001968,0.011482,0.059943,0.002611,0.039573,0.018479,0.012324,0.273597,0.030274,0.027072,0.146993,0.008053,0.021697,0.843030,0.719768,0.458896,0.394764,0.271479,0.284744,0.277761,0.286975,0.238684,0.214245,0.215528,0.188067,0.154075,0.013415,0.006075,0.040903,0.008988,0.014129,0.003055,0.061332,0.002021,0.002247,0.007004,0.041030,0.004550,0.013774,Outdoors
0.051416,0.017473,2.988076,0.124960,0.181092,0.197224,0.014917,0.059839,-25.432416,1.401620,-0.878435,0.571603,0.071548,0.316832,-0.026232,0.359550,0.052624,-0.261401,0.040258,-0.046246,0.113709,0.009766,0.006930,0.034124,0.010432,0.017750,0.006529,0.038065,0.003463,0.005912,0.011430,0.023766,0.004496,0.021449,0.019617,0.010853,0.241856,0.031416,0.031668,0.182481,0.007195,0.034067,0.939379,0.865480,0.503912,0.581857,0.346899,0.408338,0.384912,0.377212,0.375512,0.312435,0.288732,0.247954,0.210304,0.014261,0.008897,0.022534,0.014508,0.019459,0.007506,0.039078,0.006420,0.010346,0.016106,0.024130,0.007058,0.010371,Outdoors
0.064039,0.007012,3.130592,0.144327,0.185009,0.410034,0.011106,0.087510,-26.095534,1.134460,-1.093589,-0.223174,-0.401642,0.114342,-0.141359,0.412979,0.088158,0.129014,-0.045027,-0.073244,0.015960,0.011814,0.009841,0.022295,0.012112,0.012840,0.011926,0.015307,0.004837,0.008204,0.009681,0.011459,0.009362,0.017319,0.026952,0.005949,0.197757,0.032990,0.027686,0.274975,0.006285,0.055022,1.056153,0.732731,0.528124,0.569629,0.392425,0.390833,0.411524,0.379924,0.409217,0.400821,0.320696,0.270130,0.226121,0.013639,0.013638,0.027380,0.016483,0.019776,0.018536,0.024969,0.006848,0.010978,0.010923,0.011016,0.008902,0.010865,Outdoors
0.076789,0.009557,3.064572,0.171400,0.205655,0.508959,0.009168,0.112108,-26.466857,1.388092,-0.717824,0.516438,-0.003309,-0.172397,-0.069477,0.113321,0.154135,0.095929,0.147241,-0.040888,-0.036987,0.009128,0.007749,0.026393,0.010493,0.017630,0.010702,0.031937,0.003708,0.006794,0.014621,0.018549,0.005498,0.018285,0.032857,0.010270,0.222023,0.046984,0.028543,0.446664,0.005051,0.095364,1.298373,0.939117,0.738944,0.541093,0.405402,0.310926,0.382677,0.352952,0.342225,0.332509,0.321811,0.287682,0.192720,0.010590,0.009433,0.023164,0.013120,0.015176,0.016245,0.033688,0.007053,0.008848,0.017901,0.016094,0.007242,0.009066,Outdoors
0.046597,0.020780,2.885968,0.136451,0.196542,0.273250,0.012236,0.052865,-25.450049,2.310797,-0.300231,0.544339,0.236065,0.308220,0.290344,0.244019,-0.039975,0.085474,0.049168,0.174898,-0.074668,0.007177,0.004163,0.048967,0.005858,0.018544,0.011754,0.082706,0.012071,0.006382,0.010238,0.041108,0.003128,0.031882,0.022302,0.015023,0.235939,0.036563,0.027853,0.252807,0.005600,0.048561,0.876983,0.961597,0.674601,0.513693,0.293799,0.387629,0.310763,0.311695,0.312938,0.308945,0.292400,0.261490,0.181600,0.006374,0.005425,0.033851,0.007891,0.015111,0.009633,0.058206,0.010888,0.004458,0.009796,0.032359,0.004677,0.013557,Outdoors
0.047603,0.052797,3.000429,0.114505,0.162570,0.371500,0.009783,0.065858,-24.897466,2.340912,0.098601,0.400152,0.170358,0.042863,0.249173,0.125768,-0.040026,-0.038559,-0.024532,0.096694,0.014571,0.013580,0.004560,0.061808,0.009267,0.030437,0.008173,0.062975,0.002242,0.004297,0.011803,0.028691,0.003369,0.028116,0.022194,0.042957,0.231570,0.026228,0.030195,0.272792,0.005445,0.045859,1.389585,0.844382,0.528976,0.421507,0.325172,0.328006,0.298695,0.279866,0.304136,0.283304,0.296481,0.274437,0.215390,0.016361,0.007623,0.045345,0.008952,0.023824,0.009208,0.046086,0.003494,0.004467,0.009660,0.024094,0.005844,0.014133,Outdoors
0.094316,0.006673,2.986807,0.213643,0.226784,0.732531,0.006214,0.143142,-26.078176,1.733671,0.073837,0.008188,-0.247149,0.153207,0.149048,0.089199,-0.085362,0.005259,-0.077163,0.147658,-0.121632,0.009040,0.008550,0.032574,0.019252,0.016694,0.017958,0.039846,0.003819,0.006135,0.012277,0.021975,0.005026,0.023410,0.070676,0.005776,0.216658,0.068040,0.027009,0.571906,0.003267,0.142405,1.303635,0.523066,0.507656,0.533081,0.422196,0.325790,0.274628,0.275446,0.281614,0.234658,0.227606,0.219956,0.192201,0.009333,0.005498,0.027209,0.024546,0.013872,0.021766,0.036712,0.006306,0.006329,0.014751,0.023201,0.006395,0.011563,Outdoors
0.037742,0.052476,2.878303,0.105414,0.160293,0.260986,0.010483,0.051202,-23.582045,2.293865,0.457735,0.266155,-0.152466,0.325971,0.119959,0.151017,-0.117272,0.035223,0.052705,0.109293,0.001973,0.010848,0.005546,0.052109,0.013278,0.027206,0.010348,0.080506,0.005464,0.005643,0.013814,0.029429,0.002186,0.030969,0.013933,0.042452,0.326791,0.021029,0.024038,0.144295,0.006156,0.030664,1.419426,0.666685,0.661685,0.424759,0.380722,0.292215,0.339908,0.280272,0.252986,0.265609,0.231993,0.228462,0.212245,0.011818,0.010282,0.036902,0.014220,0.024424,0.012998,0.057429,0.011100,0.007305,0.011363,0.021663,0.002838,0.012545,Outdoors
0.049245,0.008373,2.689967,0.148335,0.214230,0.257780,0.011264,0.048172,-27.412998,2.114135,0.541393,0.604817,0.086838,0.420016,0.238303,0.234901,0.064846,0.006086,0.060423,0.025996,-0.046332,0.009129,0.003337,0.066894,0.005842,0.016987,0.003670,0.099101,0.001475,0.002413,0.012968,0.057060,0.003118,0.038069,0.025830,0.007216,0.352012,0.039101,0.024359,0.206685,0.005416,0.044075,1.273641,0.964502,0.442798,0.566266,0.370771,0.280288,0.258511,0.356271,0.275777,0.263547,0.234493,0.224461,0.197020,0.008753,0.007024,0.033559,0.007844,0.012131,0.004065,0.061529,0.002328,0.003955,0.009370,0.036562,0.005857,0.014204,Outdoors
0.062973,0.034846,3.013471,0.134988,0.174230,0.558109,0.012069,0.094631,-25.724358,1.570063,0.232166,0.359173,0.077498,0.037443,0.329664,0.365750,0.115117,0.084595,0.007164,0.061912,-0.024141,0.009378,0.012161,0.051220,0.006221,0.024079,0.004429,0.059583,0.002084,0.003175,0.006582,0.030871,0.007451,0.030429,0.035113,0.046103,0.224010,0.027209,0.030050,0.391380,0.007547,0.071776,1.920216,0.941199,0.626810,0.615786,0.409684,0.364355,0.420711,0.353171,0.337702,0.355689,0.298053,0.263047,0.251604,0.015944,0.021591,0.048281,0.009668,0.025118,0.007419,0.058971,0.004233,0.006212,0.006701,0.034620,0.010893,0.017204,Outdoors
0.055065,0.008949,3.005141,0.154939,0.203941,0.479183,0.013614,0.080445,-27.132014,1.493000,0.178366,0.622371,0.310624,-0.097274,0.264946,0.392681,0.014771,0.149837,-0.120828,0.128038,0.077917,0.007643,0.008434,0.055690,0.005816,0.015004,0.003170,0.073092,0.005170,0.002719,0.007467,0.038886,0.006159,0.033293,0.027506,0.007234,0.222216,0.038675,0.027794,0.277539,0.009249,0.060367,1.182566,1.018167,0.515323,0.535905,0.371035,0.369358,0.352679,0.288106,0.263915,0.282644,0.250815,0.241890,0.172467,0.011261,0.014044,0.030422,0.007792,0.013498,0.003785,0.064964,0.010249,0.003510,0.010287,0.031942,0.009476,0.015511,Outdoors
0.051909,0.006589,2.992981,0.165476,0.225841,0.241711,0.011671,0.060468,-27.093988,2.135593,-0.291630,0.497410,0.099529,0.024848,0.124979,0.113573,0.268577,0.159134,0.038327,0.083264,0.007760,0.013588,0.004109,0.056590,0.005590,0.014700,0.004501,0.093334,0.002680,0.005004,0.012592,0.036127,0.010279,0.037179,0.033348,0.004076,0.273402,0.048432,0.029444,0.245962,0.006437,0.069872,1.201351,0.685343,0.649541,0.563190,0.424115,0.306901,0.323213,0.323348,0.319737,0.305915,0.276576,0.222879,0.194629,0.019571,0.007037,0.038035,0.006876,0.014046,0.006717,0.055597,0.005810,0.008528,0.018863,0.029728,0.019035,0.014416,Outdoors
